Chinese,English,Frequency Count
叫做,Call,4456
主要,main,4456
这场,This game,4453
创造,create,4451
无聊,boring,4445
作品,work,4444
制作,Make,4437
干杯,cheers,4433
保罗,Paul,4426
装,Pack,4416
第二,second,4400
四个,Four,4396
法庭,court,4395
设计,design,4392
干掉,Kill,4388
稱,say,4386
这点,this point,4381
压力,pressure,4378
轻松,easy,4377
哥,elder brother,4364
上车,boarding,4363
说明,illustrate,4362
谈论,talk,4356
與,and,4355
超级,super,4353
停下来,stop,4352
抢,Rob,4351
区,district,4349
要么,Either,4346
两,two,4345
速度,speed,4345
有钱,rich,4338
确保,make sure,4326
詹姆斯,James,4326
手上,Hand,4325
周末,weekend,4321
没见,Not see,4308
警长,Sheriff,4307
袭击,Attack,4305
感覺,Feel,4305
主,host,4303
刀,knife,4297
咬,bite,4290
上来,Come up,4281
尤其,especially,4270
你家,your home,4263
船长,captain,4262
浪费,waste,4252
怎麼樣,How about it,4247
怀孕,Pregnant,4247
婚姻,marriage,4245
副,vice,4241
信号,Signal,4240
天堂,Heaven,4236
恐怖,fear,4236
角色,Role,4234
心脏,heart,4231
恐惧,fear,4229
赚,earn,4222
很难,Difficult,4214
去世,Die,4213
性感,Sexy,4213
记者,reporter,4211
笵,bamboo mold,4209
離開,leave,4206
嘘,Boo,4206
客户,client,4194
由于,because,4193
庆祝,celebrate,4187
嫁给,Marry,4187
总之,Reason,4186
惊喜,surprise,4184
土地,land,4184
更加,more,4182
四,Four,4182
出來,come out,4179
安,install,4179
处,Place,4168
会议,Meeting,4167
女性,female,4165
技术,technology,4163
送到,Send to,4160
年轻人,young people,4158
官,official,4156
地址,address,4154
困难,difficulty,4154
惹,provoke,4153
件,Part,4149
在乎,care,4146
和平,Peace,4142
制造,manufacture,4140
离婚,divorce,4138
認為,think,4138
那好,Well,4133
似的,Like,4127
非常感谢,Thank you so much,4123
同学,classmate,4122
请求,ask,4121
看不到,can not see,4118
常,often,4112
动作,action,4108
不停,Constantly,4107
今年,This year,4107
歌,Song,4105
演出,show,4104
参与,participate,4101
艾,Aegish,4101
逃跑,Run away,4100
一点点,A little bit,4098
香港,Hongkong,4097
汽车,car,4097
杀手,Killer,4095
提到,Mention,4086
兴奋,excited,4083
丹尼,Danny,4083
剩,Leftover,4083
毒品,poison,4075
史,history,4075
踢,Kick,4070
分手,separate,4067
问问,Ask,4059
做爱,Have sex,4059
马克,mark,4057
一群,group,4053
好处,benefit,4051
宝宝,Baby,4048
森林,forest,4048
赢得,win,4043
生存,Survive,4038
厕所,bathroom,4032
な,な,4025
荣幸,pleasure,4025
报警,Call the police,4023
地上,On the ground,4023
送给,Give,4017
喝一杯,have a drink,4014
世上,In the world,4013
想念,miss,4005
这会,this will,4004
大约,About,4004
可恶,hateful,4002
合适,suitable,4001
普通,ordinary,3991
天才,genius,3990
生物,biology,3990
之中,In the middle,3988
肉,Meat,3985
妓女,prostitute,3982
尽快,ASAP,3982
报纸,newspaper,3979
俱乐部,club,3979
提出,propose,3975
正式,formal,3970
洗,wash,3969
政治,politics,3967
从不,Never,3964
一辈子,lifetime,3961
取消,Cancel,3956
两年,Two years,3955
监视,Monitor,3953
产生,produce,3953
犹太人,Jewish,3953
玩意,Gesture,3951
班,class,3949
搞砸,Meson,3942
只不过,only,3941
显示,show,3939
价值,value,3935
带到,Bring to,3932
吉姆,Jim,3930
恶魔,demon,3924
一周,A week,3918
状况,situation,3914
那位,That person,3911
辦,manage,3910
作,do,3904
建立,Establish,3891
山姆,Sam,3888
高中,high school,3887
娶,Marry,3886
ﻲ,Bleak,3883
说实话,to be honest,3881
去年,last year,3876
厨房,kitchen,3874
特殊,special,3873
黑人,Black person,3873
邪恶,evil,3872
勇敢,brave,3866
不算,Not count,3865
石头,Stone,3863
等到,wait until,3857
假装,pretend,3853
运动,sports,3850
介意,mind,3848
转,change,3846
兩個,two,3844
手下,Subordinate,3844
两天,Two days,3834
摆,put,3833
印度,India,3833
耶稣,Jesus,3833
手指,finger,3831
思考,think,3829
累,tired,3826
沒錯,Right,3821
机场,Airport,3819
茶,Tea,3818
地点,Place,3818
恢复,recover,3815
夜晚,night,3809
帽子,hat,3808
执行,implement,3803
比尔,Bill,3802
输,lose,3800
时代,era,3798
状态,state,3795
餐厅,Dining room,3792
人会,Meeting,3791
ﻠ,Bleak,3786
呵呵,hehe,3784
ﺘ,Bleak,3783
意大利,Italy,3782
犯,Criminal,3779
背叛,betray,3776
魔鬼,devil,3775
情报,intelligence,3775
人员,personnel,3773
专家,expert,3772
那樣,That way,3770
了不起,amazing,3769
店,shop,3766
不怕,Not afraid,3764
骄傲,pride,3764
哎呀,oops,3761
差,Difference,3759
唱歌,Sing,3759
学,study,3756
站住,stop,3753
眔,Bleak,3753
之类,such as,3753
满足,satisfy,3749
所说,What,3747
吉米,Mimic,3747
も,Bleak,3745
停车,parking,3744
现实,Reality,3743
牺牲,sacrifice,3743
胜利,victory,3742
好消息,good news,3731
见过,Met,3729
条,strip,3725
引起,cause,3722
醒来,wake up,3720
猪,pig,3717
一辆,One,3716
下车,get off,3714
不许,Not allowed,3713
颜色,color,3713
有用,it works,3707
暂时,temporary,3707
投票,vote,3703
证人,witness,3701
想像,imagine,3701
鸟,bird,3698
全世界,worldwide,3693
買,purchase,3692
迈克,Mike,3691
拍摄,Shoot,3686
冒险,adventure,3686
部队,force,3685
王子,prince,3684
ﻫ,Bleak,3681
发展,develop,3680
顺利,smoothly,3679
甜心,sweetheart,3675
谈话,conversation,3673
開,open,3672
不去,Not go,3670
吸血鬼,vampire,3670
筁,Bleak,3670
张,open,3669
ﻤ,Bleak,3665
吸引,attract,3665
还会,Still,3664
字幕组,subtitle group,3664
动手,Handle,3661
老实,honest,3661
比利,Belgian,3655
它会,it will,3653
一段,Section,3651
激动,Excited,3651
条件,condition,3647
白,white,3641
特工,Agent,3638
爬,climb,3631
光,Light,3629
五,five,3629
早餐,breakfast,3627
追踪,track,3626
發現,Discover,3625
废话,nonsense,3623
演员,actor,3621
哼,snort,3621
亲自,personally,3619
一个月,One month,3616
所谓,So -called,3616
听听,Listen to,3614
复杂,complex,3613
é,é,3610
学会,learn,3608
距离,distance,3602
同性恋,Homosexuality,3597
係,Tie,3597
外,outside,3591
发,hair,3591
这份,This,3590
好笑,funny,3588
碰到,bump into,3584
受不了,Unbearable,3584
醒醒,Wake up,3582
做些,Do more,3581
成员,member,3580
想着,Think,3579
绑架,Abduction,3578
即将,Will,3578
发射,emission,3574
抽,smoke,3571
威尔,Prestigious,3568
真是太,It's so too,3567
痛,pain,3565
魔法,magic,3565
这才,This talent,3551
莎拉,Sarah,3548
把手,handle,3548
分享,share,3548
ㄆ,Bleak,3544
我覺,I felt,3540
年前,A few years ago,3539
ü,ü,3538
冲,rush,3531
然而,However,3531
感激,gratitude,3529
同事,colleague,3528
收,receive,3528
神秘,mystery,3525
上尉,Captain,3518
面,noodle,3515
搭,take,3515
难以置信,incredible,3511
迈克尔,Michael,3510
哈利,Harry,3510
车里,In the car,3510
傢,Home,3509
桌子,table,3502
禁止,prohibit,3498
一段时间,a period of time,3494
交流,comminicate,3490
带上,Bring up,3489
放手,Let go,3486
临,Go,3486
英里,mile,3486
几年,several years,3484
安妮,Annie,3483
公园,garden,3481
边,side,3476
别管,Unspoken,3474
克里斯,Chris,3473
非,No,3467
早安,Good morning,3463
中间,middle,3463
癸,Deciduous,3462
整天,All day,3462
我想,I think,3461
巧克力,chocolate,3455
找出,Find out,3455
强大,powerful,3453
受害者,victim,3449
某些,some,3448
后悔,regret,3448
您好,Hello,3445
一分钟,One minute,3444
精彩,Wonderful,3444
有點,A little bit,3443
卡尔,Car,3437
睡着,sleep,3436
果然,really,3436
人人,Everyone,3432
基地,base,3432
两位,Two,3430
一片,one slice,3430
时间轴,Timeline,3428
单独,alone,3420
名单,List,3420
病毒,Virus,3417
过程,process,3414
急,urgent,3411
左右,about,3410
生病,Get ill,3408
种,kind,3406
人物,figure,3406
尿,Urine,3403
戒指,ring,3397
自我,self,3394
立即,immediately,3392
女生,girl,3389
星球,Planet,3385
变化,Variety,3383
卡车,truck,3381
怎樣,how,3380
空间,space,3376
穿过,Pass through,3374
象,elephant,3373
旅馆,hostel,3373
打死,Kill,3372
观众,audience,3368
依然,still,3367
做事,work,3367
三年,Three years,3366
ﺑ,Bleak,3365
他来,he comes,3365
火,fire,3363
乐队,band,3362
飞行,flight,3357
接到,Receive,3349
る,Bleak,3348
两次,twice,3348
导演,director,3348
满意,satisfy,3346
認識,know,3341
导致,lead to,3339
要死,To death,3337
接触,touch,3334
折磨,Torture,3328
骗子,fraud,3328
明星,star,3327
经验,experience,3327
小伙子,Guy,3326
ﺗ,Bleak,3323
前进,go ahead,3322
西,West,3321
美女,Beauty,3320
一部,One,3318
性,sex,3315
至,to,3314
好运,good luck,3314
尽力,Do their best,3314
密码,password,3311
赌,bet,3307
刺激,Stimulate,3303
以来,since,3303
承诺,promise,3303
艺术,Art,3302
子,son,3301
耍,Play,3299
让开,Step aside,3294
烧,burn,3294
明明,Clearly,3294
惊讶,surprise,3293
免费,free,3292
案件,case,3290
女孩子,Girl,3290
天呐,Hey,3290
惩罚,punish,3285
释放,freed,3285
吵,Quarrel,3285
位,Position,3279
顺便,By the way,3279
无辜,innocent,3275
老鼠,mouse,3275
采取,take,3274
联络,connection,3269
展示,exhibit,3269
无关,Have nothing to do with,3268
卻,but,3268
箱子,box,3267
挑战,challenge,3266
讲话,Speaking,3265
练习,practise,3265
点儿,Point,3264
从来不,never,3262
楼上,upstairs,3262
擔心,Worry,3259
实现,accomplish,3256
脖子,neck,3253
理论,theory,3247
关键,The essential,3247
電話,Telephone,3246
聚会,reunion,3245
推,push,3245
洛杉矶,Los Angeles,3244
方便,convenient,3242
耳朵,ear,3241
数字,number,3241
世纪,century,3241
奇迹,Miracle,3235
各种,Various,3235
窗户,window,3235
罪犯,criminal,3234
破,break,3233
呼叫,call,3233
气,gas,3229
仅仅,only,3228
手术,Operation,3225
说服,persuade,3224
死定了,Dead,3222
清理,Clean up,3222
宣布,Announce,3221
启动,start up,3220
能量,energy,3219
分开,separate,3219
车子,Car,3217
室,room,3215
ネ,Bleak,3212
加上,Add,3212
车上,On the car,3211
印象,impression,3204
天空,Sky,3203
天气,weather,3201
小时候,I was a kid,3201
游泳,swim,3201
拜拜,Bye-Bye,3200
滚开,Go away,3198
大部分,most,3198
教练,coach,3194
に,Bleak,3193
哟,Yo,3192
我用,I use,3188
集,set,3187
阿姨,Aunt,3186
估计,estimate,3186
科学,science,3185
而言,For,3183
乐意,willing,3180
鼻子,nose,3178
不錯,good,3177
地区,area,3177
塔,tower,3177
杀害,kill,3176
孤独,Lonely,3176
声,Voice,3174
拿来,Use,3173
寫,Write,3173
喝点,Drink,3172
夏天,summer,3172
十年,ten years,3171
如今,now,3168
某人,Someone,3166
元,Yuan,3165
不像,Not like,3163
欧洲,Europe,3163
船上,On board,3160
ﻋ,Bleak,3157
肚子,abdomen,3156
大声,Loud,3156
手里,In the hand,3154
红色,red,3153
婴儿,baby,3152
旧,old,3151
环境,environment,3151
团队,team,3150
神奇,magic,3149
年纪,age,3145
唉,well,3145
瞧瞧,Look at,3143
熊,Bear,3140
年代,Era,3137
上学,go to school,3137
大量,Large amount,3136
快去,Go,3136
伤心,sad,3136
何时,when,3133
别忘了,do not forget,3133
紧急,urgent,3133
布,cloth,3133
暴力,Violence,3130
付出,pay,3127
尽量,As much as possible,3126
太多,too much,3126
伤,hurt,3121
互相,each other,3120
繼續,continue,3118
无论如何,anyway,3117
空气,Air,3115
邻居,Neighbor,3114
某种,Certain,3113
想过,Think about,3112
他人,others,3112
规则,rule,3110
我妈,my mother,3107
司机,driver,3105
好奇,curious,3105
城,city,3105
打破,break in,3103
信仰,Belief,3101
ﻌ,Bleak,3100
不可思议,Incredible,3095
ﺔ,Bleak,3093
付,pay,3090
持续,continued,3090
逃,escape,3088
朝,towards,3087
无所谓,Indifferent,3084
协议,protocol,3076
父親,Father,3075
假如,if,3072
阁下,Your Mightiness,3071
愿,willing,3069
打赌,bet,3069
城堡,castle,3067
退后,Retreat,3066
说不定,maybe,3063
菜,vegetable,3059
彻底,thorough,3059
地图,map,3057
牧师,Priest,3055
墨西哥,Mexico,3054
词,word,3050
重复,repeat,3048
犯人,Prisoner,3047
我爸,My Father,3046
妓,prostitute,3046
运气,luck,3045
不太,Not too much,3042
华文,Chinese,3041
早晨,morning,3040
幹什麼,What to do,3033
一对,One -pair,3029
小孩子,child,3028
相同,same,3027
裤子,Pants,3023
聊,chat,3022
规矩,rule,3022
到来,arrival,3020
真棒,Awesome,3018
逃走,escape,3018
近,close,3016
程序,program,3015
发出,issue,3014
趴下,Go down,3010
白人,White,3007
本书,Book,3006
中尉,Lieutenant,3005
不肯,Not willing,3003
街上,On the street,3002
託,Entrust,2999
揍,beat,2996
度,Spend,2996
給我,Give me,2994
伙,Partner,2993
打架,fight,2992
这太,This is too,2992
ﻭ,Bleak,2991
女王,Queen,2986
錯,wrong,2984
救救,Rescue,2983
三天,Three days,2983
尽,Fully,2981
午餐,Lunch,2979
则,but,2979
看法,view,2977
喝醉,Drunk,2976
一支,One,2975
权力,that power,2975
也好,Good,2971
留言,message,2971
床,bed,2970
脸上,Face,2967
摧毁,destroy,2966
全是,all,2965
故意,deliberately,2962
山,Mountain,2962
罗,Luo,2961
打败,defeat,2961
哪裡,where,2960
背后,behind,2958
人来,People,2957
远离,keep away,2957
狼,Wolf,2957
毕竟,after all,2956
警探,Warning,2955
洗澡,bath,2949
黑色,black,2948
痷,Bleak,2948
便宜,Cheap,2945
大多数,most,2943
伪,Fake,2940
行李,luggage,2939
别碰,Don't touch,2939
毫无,,2937
线,Wire,2932
一人,one person,2931
蓝色,blue,2930
浪漫,romantic,2930
亲,relative,2926
起床,get up,2925
很少,rare,2925
大脑,brain,2923
师父,Master,2923
殿下,His Highness,2923
指控,Accommodate,2922
道理,reason,2921
擦,wipe,2919
尖叫,Scream,2919
爵士,Jazz,2918
冠军,champion,2917
场,field,2915
按照,according to,2914
重点,Focus on,2909
教育,educate,2907
知不知道,do you know,2907
一堆,pile,2904
前往,Go,2904
对待,treat,2904
空,,2901
进展,progress,2899
醒,Awake,2899
有所,Some,2894
ﻦ,Bleak,2894
大叔,Uncle,2893
仔细,carefulness,2890
半,Half,2889
票,ticket,2888
娜,Unnamed,2888
祝你好运,Good luck,2888
护士,Nurse,2888
一颗,One,2887
既,now that,2886
罗斯,Ross,2886
摸,touch,2885
战士,warrior,2883
太空,Space,2882
申请,Apply,2879
太久,Too long,2872
勇气,courage,2871
万岁,Long live,2871
组,Group,2869
重,Heavy,2867
委员会,Committee,2860
强,powerful,2860
付钱,Pay,2859
面包,bread,2858
不仅,not only,2857
ﻘ,Bleak,2855
关注,focus on,2855
不久,soon,2852
看不见,Invisible,2851
万一,just in case,2848
熟悉,familiar,2845
正如,Just like,2845
笑话,joke,2844
法,Law,2843
咯,Be,2841
经典,classic,2840
一间,one,2840
凭,Rely on,2838
抛弃,abandon,2834
时光,Time,2832
实验室,laboratory,2832
掌握,master,2830
英语,English,2827
在意,care,2826
管理,manage,2824
干活,Work,2823
洞,Hole,2822
范围,scope,2822
李,plum,2819
低,Low,2819
集中,concentrated,2817
遇见,meet,2814
懂吗,Do you understand,2812
做点,Do some,2810
右,right,2807
说出,Say,2807
艾伦,Allen,2807
报道,Report,2806
最高,Highest,2802
之外,Outside,2801
哪兒,where,2800
表情,expression,2797
警局,Police station,2796
用力,Force,2795
ﻥ,Bleak,2795
谎言,lie,2791
回忆,remember,2790
传统,Tradition,2790
放到,Put,2790
都行,Be able to,2787
海洋,ocean,2785
椅子,Chair,2784
欣赏,appreciate,2781
五分钟,five minutes,2781
舞会,prom,2781
搜查,search,2780
快要,Be about,2775
小女孩,little girl,2775
退出,quit,2774
看吧,Look at,2774
事业,cause,2774
头上,On the head,2771
机器人,robot,2767
绝不,no way,2766
专业,major,2765
作用,effect,2764
完毕,complete,2763
王,king,2762
增加,Increase,2761
不太好,not too good,2760
隐藏,hide,2759
诅咒,curse,2759
随,Follow,2758
一面,one side,2755
思想,Thought,2754
项目,project,2753
杂志,Magazine,2751
再見,goodbye,2749
达到,achieve,2744
关掉,Turn off,2741
罢了,Stop,2740
不吃,Not eat,2739
部门,department,2738
联邦,federal,2737
坏人,Bad guy,2737
职业,Profession,2736
剑,sword,2736
观察,observe,2734
格,grid,2733
毕业,graduate,2732
扂,Bleak,2731
阳光,Sunlight,2731
白色,White,2723
岛,island,2723
吐,vomit,2721
想见,Want to see,2720
有效,efficient,2717
做过,Do,2717
实验,experiment,2712
親愛的,Honey,2709
心中,Heart,2708
忍受,Bear,2707
对此,This,2707
圣诞节,Christmas,2706
罗伯特,Robert,2706
试着,Try,2705
作家,writer,2702
罪,crime,2701
出口,exit,2701
感兴趣,interested,2700
区域,area,2699
主演,Starring,2698
愤怒,anger,2695
抽烟,smokes,2695
凯特,Kait,2693
著名,Famous,2692
渴望,eager,2692
乱,chaos,2689
内心,heart,2687
小组,group,2687
挖,dig,2684
将来,future,2681
信心,confidence,2681
を,Bleak,2678
事故,ACCIDENT,2676
玩具,Toy,2673
对手,opponent,2673
带你去,Take you,2671
抢劫,robbery,2670
华盛顿,Washington,2670
现金,cash,2669
摆脱,get rid of,2667
海,ocean,2667
变态,abnormal,2666
在场,Be present,2665
锁,Lock,2664
这座,This,2664
细节,detail,2663
抱怨,complain,2662
部,department,2662
陌生人,stranger,2661
秨,Bleak,2660
为此,to this end,2660
毛,hair,2659
独自,alone,2659
红,red,2659
档案,file,2658
一套,set,2657
优秀,excellent,2657
喊,call,2656
美妙,wonderful,2656
血液,blood,2656
数据,data,2655
内容,content,2654
大师,Grandmaster,2653
这张,This,2649
随着,along with,2647
混乱,confusion,2646
聊天,chat,2646
乖乖,Obedient,2643
走路,walk,2639
马丁,Martin,2637
需,need,2636
早点,Early,2633
伙伴,partner,2633
し,し し,2632
有空,available,2632
指挥,command,2629
态度,manner,2629
左,Left,2625
几次,several times,2624
牛,ox,2622
审判,Trial,2621
媒体,media,2620
这有,Here is,2620
保安,security guard,2619
教会,church,2618
即,Right now,2617
記得,Remember,2614
